State,County,Year,Field,FieldName,FieldID,GridID,Grid_org,Transects_n,TransectID,Transect_R,Trans_A,Trans_B,Strategy,PNM,FP,Damage,Area_ac,PlotID,Trt_n,Treatment,Ref_block,RepRefB,Pt_NPass,Sd_NPass,Hybrid,Tile,PreCrop,Tillage,FNR_lbac,rExN_lbac,rStN_lbac,pPreN_lbac,rPreN_lbac,pSidN_lbac,SidN_lbac,rSdN_lbac,pTotN_lbac,rTN_lbac,rTotN_kgha,rYl15_buac,rY15_mtha
IN,White,21,CL,County Line,CL_21,181,1,1,24,1,na,na,Control,0,0,0,0.18,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,197.4,12.4
IN,White,21,CL,County Line,CL_21,182,1,1,23,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,226.7,14.3
IN,White,21,CL,County Line,CL_21,183,1,1,22,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,211.4,13.3
IN,White,21,CL,County Line,CL_21,184,1,1,21,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,214.2,13.5
IN,White,21,CL,County Line,CL_21,185,1,1,20,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,218.8,13.8
IN,White,21,CL,County Line,CL_21,186,1,1,19,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,207.1,13
IN,White,21,CL,County Line,CL_21,187,1,1,18,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,224.3,14.1
IN,White,21,CL,County Line,CL_21,188,1,1,17,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,215.1,13.5
IN,White,21,CL,County Line,CL_21,189,1,1,16,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,237.1,14.9
IN,White,21,CL,County Line,CL_21,190,1,1,15,1,na,na,Control,0,0,0,0.28,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,225.6,14.2
IN,White,21,CL,County Line,CL_21,192,1,1,13,1,na,na,Control,0,0,0,0.27,9,5,130,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,201.5,12.7
IN,White,21,CL,County Line,CL_21,205,1,1,24,1,na,na,Control,0,0,0,0.18,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,187.2,11.8
IN,White,21,CL,County Line,CL_21,206,1,1,23,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,196.6,12.4
IN,White,21,CL,County Line,CL_21,207,1,1,22,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,182.3,11.5
IN,White,21,CL,County Line,CL_21,208,1,1,21,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,178.1,11.2
IN,White,21,CL,County Line,CL_21,209,1,1,20,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,174.5,11
IN,White,21,CL,County Line,CL_21,210,1,1,19,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,168.8,10.6
IN,White,21,CL,County Line,CL_21,211,1,1,18,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,191.5,12
IN,White,21,CL,County Line,CL_21,212,1,1,17,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,183.7,11.6
IN,White,21,CL,County Line,CL_21,213,1,1,16,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,217.8,13.7
IN,White,21,CL,County Line,CL_21,214,1,1,15,1,na,na,Control,0,0,0,0.28,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,191,12
IN,White,21,CL,County Line,CL_21,216,1,1,13,1,na,na,Control,0,0,0,0.27,10,2,50,1,0,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,164.3,10.3
IN,White,21,CL,County Line,CL_21,6,1,1,7,1,na,na,Control,0,0,0,0.28,1,4,100,1,1,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,200,200,0,0,0,200,200,225,216.1,13.6
IN,White,21,CL,County Line,CL_21,18,1,1,7,1,na,na,Control,0,0,0,0.28,2,2,50,1,1,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,115,0,0,0,100,115,129,175,11
IN,White,21,CL,County Line,CL_21,42,1,1,7,1,na,na,Control,0,0,0,0.28,3,4,100,1,1,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,200,200,0,0,0,200,200,225,218.1,13.7
IN,White,21,CL,County Line,CL_21,66,1,1,7,1,na,na,Control,0,0,0,0.28,4,5,130,1,1,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,221.5,13.9
IN,White,21,CL,County Line,CL_21,90,1,1,7,1,na,na,Control,0,0,0,0.28,5,2,50,1,1,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,192,12.1
IN,White,21,CL,County Line,CL_21,119,1,1,14,1,na,na,Control,0,0,0,0.28,6,2,50,1,2,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,188.4,11.8
IN,White,21,CL,County Line,CL_21,143,1,1,14,1,na,na,Control,0,0,0,0.28,7,3,70,1,2,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,140,140,0,0,0,140,140,157,208.9,13.1
IN,White,21,CL,County Line,CL_21,167,1,1,14,1,na,na,Control,0,0,0,0.28,8,4,100,1,2,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,200,200,0,0,0,200,200,225,208.8,13.1
IN,White,21,CL,County Line,CL_21,191,1,1,14,1,na,na,Control,0,0,0,0.28,9,5,130,1,2,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,211.8,13.3
IN,White,21,CL,County Line,CL_21,215,1,1,14,1,na,na,Control,0,0,0,0.28,10,2,50,1,2,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,197.6,12.4
IN,White,21,CL,County Line,CL_21,4,1,1,9,1,na,na,Control,0,0,0,0.28,1,4,100,1,3,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,200,200,0,0,0,200,200,225,203.3,12.8
IN,White,21,CL,County Line,CL_21,16,1,1,9,1,na,na,Control,0,0,0,0.28,2,2,50,1,3,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,115,0,0,0,100,115,129,174,10.9
IN,White,21,CL,County Line,CL_21,40,1,1,9,1,na,na,Control,0,0,0,0.28,3,4,100,1,3,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,200,200,0,0,0,200,200,225,210.3,13.2
IN,White,21,CL,County Line,CL_21,64,1,1,9,1,na,na,Control,0,0,0,0.28,4,5,130,1,3,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,260,260,0,0,0,260,260,292,220.4,13.9
IN,White,21,CL,County Line,CL_21,88,1,1,9,1,na,na,Control,0,0,0,0.28,5,2,50,1,3,1,0,DKC 63-61,0,Corn,Conventional,200,0,0,100,100,0,0,0,100,100,112,183.3,11.5
IN,White,23,CL,County Line,CL_23,9,0,2,17,0,1,1,PNM,1,0,0,0.28,2,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,200,0,0,0,226,234,263,209.1,13.2
IN,White,23,CL,County Line,CL_23,10,0,2,18,0,2,2,PNM,1,0,0,0.41,2,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,192,0,0,0,226,226,254,207.6,13.1
IN,White,23,CL,County Line,CL_23,13,0,2,21,1,5,5,PNM,1,0,0,0.41,2,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,191,0,0,0,226,225,253,232.2,14.6
IN,White,23,CL,County Line,CL_23,16,0,2,24,1,8,8,PNM,1,0,0,0.36,2,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,185,0,0,0,226,219,246,217.5,13.7
IN,White,23,CL,County Line,CL_23,17,0,2,17,0,1,1,PNM,1,0,0,0.28,3,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,116,19,34,30,181,180,202,215,13.5
IN,White,23,CL,County Line,CL_23,18,0,2,18,0,2,2,PNM,1,0,0,0.41,3,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,31,30,31,193,193,217,250.2,15.7
IN,White,23,CL,County Line,CL_23,21,0,2,21,1,5,5,PNM,1,0,0,0.41,3,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,0,0,0,162,162,182,219.7,13.8
IN,White,23,CL,County Line,CL_23,24,0,2,24,1,8,8,PNM,1,0,0,0.36,3,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,131,0,0,0,162,165,185,203.7,12.8
IN,White,23,CL,County Line,CL_23,25,0,2,17,0,1,1,FP,0,1,0,0.28,4,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,161,0,0,0,194,195,219,236.1,14.8
IN,White,23,CL,County Line,CL_23,26,0,2,18,0,2,2,FP,0,1,0,0.41,4,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,153,0,0,0,194,187,210,238.9,15
IN,White,23,CL,County Line,CL_23,29,0,2,21,1,5,5,FP,0,1,0,0.41,4,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,161,0,0,0,194,195,218,222.9,14
IN,White,23,CL,County Line,CL_23,32,0,2,24,1,8,8,FP,0,1,0,0.37,4,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,158,0,0,0,194,192,215,222.5,14
IN,White,23,CL,County Line,CL_23,33,0,2,17,0,1,1,PNM,1,0,0,0.28,5,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,135,0,0,0,194,169,190,208.7,13.1
IN,White,23,CL,County Line,CL_23,34,0,2,18,0,2,2,PNM,1,0,0,0.41,5,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,240.8,15.1
IN,White,23,CL,County Line,CL_23,37,0,2,21,1,5,5,PNM,1,0,0,0.41,5,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,222.6,14
IN,White,23,CL,County Line,CL_23,40,0,2,24,1,8,8,PNM,1,0,0,0.37,5,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,161,0,0,0,194,195,219,214.8,13.5
IN,White,23,CL,County Line,CL_23,41,0,2,17,0,1,1,PNM,1,0,0,0.28,6,1,40,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,65,82,81,82,180,180,202,210.6,13.2
IN,White,23,CL,County Line,CL_23,42,0,2,18,0,2,2,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,64,96,81,82,194,180,202,231.2,14.5
IN,White,23,CL,County Line,CL_23,45,0,2,21,1,5,5,PNM,1,0,0,0.41,6,1,40,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,64,63,62,60,161,158,178,216.4,13.6
IN,White,23,CL,County Line,CL_23,48,0,2,24,1,8,8,PNM,1,0,0,0.37,6,1,40,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,72,64,59,63,162,169,190,205.7,12.9
IN,White,23,CL,County Line,CL_23,65,0,2,25,0,9,9,PNM,1,0,0,0.28,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,80,33,33,34,163,148,166,189.8,11.9
IN,White,23,CL,County Line,CL_23,67,0,2,27,1,11,11,PNM,1,0,0,0.41,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,95,33,33,33,163,163,183,205.7,12.9
IN,White,23,CL,County Line,CL_23,68,0,2,28,1,12,12,PNM,1,0,0,0.41,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,63,61,61,193,191,215,202.7,12.7
IN,White,23,CL,County Line,CL_23,69,0,2,29,1,13,13,PNM,1,0,0,0.41,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,97,96,97,227,227,255,203,12.8
IN,White,23,CL,County Line,CL_23,71,0,2,31,1,15,15,PNM,1,0,0,0.41,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,97,33,38,34,163,165,185,212,13.3
IN,White,23,CL,County Line,CL_23,72,0,2,32,1,16,16,PNM,1,0,0,0.37,9,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,99,32,34,34,162,167,188,206.9,13
IN,White,23,CL,County Line,CL_23,73,0,2,25,0,9,9,PNM,1,0,0,0.28,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,130,0,0,0,162,164,184,204.9,12.9
IN,White,23,CL,County Line,CL_23,75,0,2,27,1,11,11,PNM,1,0,0,0.41,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,0,0,0,162,162,182,202.4,12.7
IN,White,23,CL,County Line,CL_23,76,0,2,28,1,12,12,PNM,1,0,0,0.41,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,30,31,30,192,192,216,198.9,12.5
IN,White,23,CL,County Line,CL_23,77,0,2,29,1,13,13,PNM,1,0,0,0.41,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,65,67,67,227,229,257,197.9,12.4
IN,White,23,CL,County Line,CL_23,79,0,2,31,1,15,15,PNM,1,0,0,0.41,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,0,0,0,162,162,182,212.2,13.3
IN,White,23,CL,County Line,CL_23,80,0,2,32,1,16,16,PNM,1,0,0,0.37,10,3,80,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,120,0,0,0,162,154,173,197.1,12.4
IN,White,23,CL,County Line,CL_23,81,0,2,25,0,9,9,PNM,1,0,0,0.28,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,148,0,0,0,194,182,204,198.9,12.5
IN,White,23,CL,County Line,CL_23,83,0,2,27,1,11,11,PNM,1,0,0,0.41,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,158,0,0,0,194,192,216,198.6,12.5
IN,White,23,CL,County Line,CL_23,84,0,2,28,1,12,12,PNM,1,0,0,0.41,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,159,0,0,0,194,193,216,212.7,13.4
IN,White,23,CL,County Line,CL_23,85,0,2,29,1,13,13,PNM,1,0,0,0.41,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,159,0,0,0,194,193,216,219.1,13.8
IN,White,23,CL,County Line,CL_23,87,0,2,31,1,15,15,PNM,1,0,0,0.41,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,217,198.6,12.5
IN,White,23,CL,County Line,CL_23,88,0,2,32,1,16,16,PNM,1,0,0,0.37,11,4,100,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,166,0,0,0,194,200,225,204.7,12.9
IN,White,23,CL,County Line,CL_23,89,0,2,25,0,9,9,FP,0,1,0,0.28,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,157,0,0,0,194,191,214,187,11.8
IN,White,23,CL,County Line,CL_23,91,0,2,27,1,11,11,FP,0,1,0,0.41,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,163,0,0,0,194,197,221,213.5,13.4
IN,White,23,CL,County Line,CL_23,92,0,2,28,1,12,12,FP,0,1,0,0.41,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,162,0,0,0,194,196,220,222.5,14
IN,White,23,CL,County Line,CL_23,93,0,2,29,1,13,13,FP,0,1,0,0.41,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,150,0,0,0,194,184,206,224,14.1
IN,White,23,CL,County Line,CL_23,95,0,2,31,1,15,15,FP,0,1,0,0.41,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,217,215.7,13.6
IN,White,23,CL,County Line,CL_23,96,0,2,32,1,16,16,FP,0,1,0,0.37,12,6,FP,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,156,0,0,0,194,190,213,221.1,13.9
IN,White,23,CL,County Line,CL_23,97,0,2,25,0,9,9,PNM,1,0,0,0.28,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,181,0,0,0,226,215,241,223.6,14.1
IN,White,23,CL,County Line,CL_23,99,0,2,27,1,11,11,PNM,1,0,0,0.41,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,196,0,0,0,226,230,258,223.8,14.1
IN,White,23,CL,County Line,CL_23,100,0,2,28,1,12,12,PNM,1,0,0,0.41,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,194,0,0,0,226,228,256,203.2,12.8
IN,White,23,CL,County Line,CL_23,101,0,2,29,1,13,13,PNM,1,0,0,0.41,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,194,0,0,0,226,228,256,246.2,15.5
IN,White,23,CL,County Line,CL_23,103,0,2,31,1,15,15,PNM,1,0,0,0.41,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,194,0,0,0,226,228,256,206.2,13
IN,White,23,CL,County Line,CL_23,104,0,2,32,1,16,16,PNM,1,0,0,0.37,13,5,120,0,0,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,193,0,0,0,226,227,255,220.2,13.9
IN,White,23,CL,County Line,CL_23,11,0,2,19,1,3,3,Control,0,0,0,0.41,2,5,120,1,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,194,0,0,0,226,228,256,216.6,13.6
IN,White,23,CL,County Line,CL_23,19,0,2,19,1,3,3,Control,0,0,0,0.41,3,3,80,1,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,127,0,0,0,162,161,181,219.3,13.8
IN,White,23,CL,County Line,CL_23,27,0,2,19,1,3,3,Control,0,0,0,0.41,4,7,0,1,1,0,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,0,0,0,0,0,34,34,38,134.8,8.5
IN,White,23,CL,County Line,CL_23,35,0,2,19,1,3,3,Control,0,0,0,0.41,5,4,100,1,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,159,0,0,0,194,193,217,258.8,16.3
IN,White,23,CL,County Line,CL_23,43,0,2,19,1,3,3,Control,0,0,0,0.41,6,1,40,1,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,63,0,0,0,98,97,109,188.8,11.9
IN,White,23,CL,County Line,CL_23,12,0,2,20,1,4,4,Control,0,0,0,0.41,2,5,120,1,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,192,0,0,0,226,226,253,212,13.3
IN,White,23,CL,County Line,CL_23,20,0,2,20,1,4,4,Control,0,0,0,0.41,3,3,80,1,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,0,0,0,162,162,182,207.8,13.1
IN,White,23,CL,County Line,CL_23,28,0,2,20,1,4,4,Control,0,0,0,0.41,4,7,0,1,2,0,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,0,0,0,0,0,34,34,38,135.3,8.5
IN,White,23,CL,County Line,CL_23,36,0,2,20,1,4,4,Control,0,0,0,0.41,5,4,100,1,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,158,0,0,0,194,192,216,214.9,13.5
IN,White,23,CL,County Line,CL_23,44,0,2,20,1,4,4,Control,0,0,0,0.41,6,1,40,1,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,64,0,0,0,98,98,110,195.3,12.3
IN,White,23,CL,County Line,CL_23,70,0,2,30,1,14,14,Control,0,0,0,0.41,9,2,60,1,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,0,0,0,130,130,146,202.3,12.7
IN,White,23,CL,County Line,CL_23,78,0,2,30,1,14,14,Control,0,0,0,0.41,10,3,80,1,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,128,0,0,0,162,162,182,211.2,13.3
IN,White,23,CL,County Line,CL_23,86,0,2,30,1,14,14,Control,0,0,0,0.41,11,4,100,1,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,159,0,0,0,194,193,217,231.2,14.5
IN,White,23,CL,County Line,CL_23,94,0,2,30,1,14,14,Control,0,0,0,0.41,12,7,0,1,3,0,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,0,0,0,0,0,34,34,38,157,9.9
IN,White,23,CL,County Line,CL_23,102,0,2,30,1,14,14,Control,0,0,0,0.41,13,5,120,1,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,194,0,0,0,226,228,256,228.3,14.4
IN,White,23,CL,County Line,CL_23,66,0,2,26,1,10,10,PNM,1,0,0,0.41,9,2,60,2,1,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,95,33,34,35,163,164,184,196.2,12.3
IN,White,23,CL,County Line,CL_23,74,0,2,26,1,10,10,PNM,1,0,0,0.41,10,3,80,2,1,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,129,0,0,0,162,163,184,196.4,12.4
IN,White,23,CL,County Line,CL_23,82,0,2,26,1,10,10,PNM,1,0,0,0.41,11,4,100,2,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,159,0,0,0,194,193,217,195.5,12.3
IN,White,23,CL,County Line,CL_23,90,0,2,26,1,10,10,FP,0,1,0,0.41,12,6,FP,2,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,195.9,12.3
IN,White,23,CL,County Line,CL_23,98,0,2,26,1,10,10,PNM,1,0,0,0.41,13,5,120,2,1,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,189,0,0,0,226,223,251,206.2,13
IN,White,23,CL,County Line,CL_23,14,0,2,22,1,6,6,PNM,1,0,0,0.41,2,5,120,2,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,188,0,0,0,226,222,250,207.6,13.1
IN,White,23,CL,County Line,CL_23,22,0,2,22,1,6,6,PNM,1,0,0,0.41,3,3,80,2,2,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,127,0,0,0,162,161,181,215.7,13.6
IN,White,23,CL,County Line,CL_23,30,0,2,22,1,6,6,FP,0,1,0,0.41,4,6,FP,2,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,247.5,15.6
IN,White,23,CL,County Line,CL_23,38,0,2,22,1,6,6,PNM,1,0,0,0.41,5,4,100,2,2,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,210.6,13.2
IN,White,23,CL,County Line,CL_23,46,0,2,22,1,6,6,PNM,1,0,0,0.41,6,1,40,2,2,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,63,63,63,63,161,160,180,206.6,13
IN,White,23,CL,County Line,CL_23,15,0,2,23,1,7,7,PNM,1,0,0,0.41,2,5,120,2,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,192,190,0,0,0,226,224,252,233.4,14.7
IN,White,23,CL,County Line,CL_23,23,0,2,23,1,7,7,PNM,1,0,0,0.41,3,3,80,2,3,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,128,129,0,0,0,162,163,183,227.2,14.3
IN,White,23,CL,County Line,CL_23,31,0,2,23,1,7,7,FP,0,1,0,0.41,4,6,FP,2,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,161,0,0,0,194,195,219,249.6,15.7
IN,White,23,CL,County Line,CL_23,39,0,2,23,1,7,7,PNM,1,0,0,0.41,5,4,100,2,3,1,0,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,160,160,0,0,0,194,194,218,226.5,14.2
IN,White,23,CL,County Line,CL_23,47,0,2,23,1,7,7,PNM,1,0,0,0.41,6,1,40,2,3,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,64,63,65,64,64,163,161,181,230,14.5
IN,White,23,CL,County Line,CL_23,1,1,1,1,0,1,0,PNM,1,0,0,0.28,1,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,41,40,41,171,171,192,216.4,13.6
IN,White,23,CL,County Line,CL_23,2,1,1,2,0,2,0,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,97,64,65,65,194,196,220,219.3,13.8
IN,White,23,CL,County Line,CL_23,3,1,1,3,1,3,0,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,62,63,63,192,193,216,201.7,12.7
IN,White,23,CL,County Line,CL_23,4,1,1,4,1,4,0,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,94,96,93,95,226,223,251,209,13.1
IN,White,23,CL,County Line,CL_23,5,1,1,5,1,5,0,PNM,1,0,0,0.41,1,2,60,0,0,1,1,DKC62-94 (TUP),0,Soybean,Conventional,160,34,0,96,96,31,31,31,161,161,180,218,13.7
